"CONTEXT", "ID", "TEXT"
"traveler:SECRET_POLICE_INTRO","So we come talk to you.","Então viemos falar com você."
"traveler:SECRET_POLICE_INTRO","Have you seen anything like this?","Já viu algo assim?"
"traveler:SECRET_POLICE_INTRO","Is some kind of symbol for group.","É algum símbolo de grupo."
"traveler:SECRET_POLICE_INTRO","If you have any information, you give to us yes?","Se tiver qualquer informação, passa para nós, sim?"
"traveler:SECRET_POLICE_INTRO","Yes?","Sim?"
"traveler:SECRET_POLICE_INTRO","@Yes.","@Sim."
"traveler:SECRET_POLICE_INTRO","Very good.","Muito Bom."
"traveler:SECRET_POLICE_INTRO","Please return my badge and paper.","Devolva minha documento e distintivo, por favor."
"traveler:SECRET_POLICE_INTRO","We think suspicious group attempts to stir trouble.","Achamos que grupo suspeito tentar causar confusão."
"traveler:SECRET_POLICE_INTRO","We think some members enter this checkpoint.","Achamos que algumas membros entram por esse posto."
"traveler:SECRET_POLICE_INTRO","What is this?","O que ser isso?"
"traveler:SECRET_POLICE_INTRO","Interesting.","Interessante."
"traveler:SECRET_POLICE_INTRO","Yes, very interesting.","Sim, muito interessante."
"traveler:SECRET_POLICE_INTRO","I think it is best if you come with me.","É melhor vir comigo."
"traveler:SECRET_POLICE_INTRO","This group is very dangerous.","Esse grupo, muito perigoso."
"traveler:SECRET_POLICE_INTRO","If you see any curious thing, report immediately.","Se avistar algo estranho, reporte imediatamente."
"traveler:SECRET_POLICE_CAUGHT","Hello inspector.","Olá, inspetor."
"traveler:SECRET_POLICE_CAUGHT","There is small discrepancy with your finances.","Há pequeno conflito com seus economias."
"traveler:SECRET_POLICE_CAUGHT","The Ministry of Income was thoughtful enough to notify us.","O Ministério das Finanças foi atencioso e nos alertou."
"traveler:SECRET_POLICE_CAUGHT","It is best if you come with me.","É melhor vir comigo."
"traveler:SECRET_POLICE_FINAL","Inspector.","Inspetor."
"traveler:SECRET_POLICE_FINAL","It has been some time.","Quanto tempo."
"traveler:SECRET_POLICE_FINAL","Read your bulletin carefully today.","Leia boletim com atenção hoje."
"traveler:SECRET_POLICE_FINAL","We will be speaking with many workers.","Conversaremos com muitas trabalhadores."
"traveler:SECRET_POLICE_FINAL","Your audit comes soon.","Seu auditoria será logo."
"traveler:SECRET_POLICE_FINAL","I will personally conduct it.","A conduzirei pessoalmente."
"traveler:SECRET_POLICE_FINAL","There is nothing to fear.","Não há nada a temer."
"traveler:SECRET_POLICE_FINAL","Work hard.","Trabalha duro."
"traveler:JORJI_BASE","All right! You the best!","Que beleza! Você demais!"
"traveler:JORJI_BASE","Arstotzka the best!","Arstotzka demais!"
"traveler:JORJI_BASE","Here, take this!","Aqui, para você!"
"traveler:JORJI0","Ok! Here we go!","Ok! Vamos lá!"
"traveler:JORJI0","Glory to Arstotzka!","Glória ao Arstotzka!"
"traveler:JORJI0","The greatest country!","Melhor país!"
"traveler:JORJI0","@Where is your passport?","@Onde está seu passaporte?"
"traveler:JORJI0","Passport!","Passaporte!"
"traveler:JORJI0","Arstotzka so great, passport not required.","Arstotzka tão boa, não precisa passaporte."
"traveler:JORJI0","Right?","Não é?"
"traveler:JORJI0","@A passport is required.","@O passaporte é obrigatório."
"traveler:JORJI0","Ok, ok. I hear you.","Ok, ok. Eu entendo."
"traveler:JORJI0","I come back again.","Eu vem de novo."
"traveler:JORJI1","Ok! Hello again!","Ok! Olá de novo!"
"traveler:JORJI1","Now I have passport!","Agora eu ter passaporte!"
"traveler:JORJI1","Arstotzka still best country for sure!","Arstotzka ainda melhor país, sem dúvida!"
"traveler:JORJI1","@This passport is crude fake.","@Nunca vi passaporte mais falso."
"traveler:JORJI1","Hey now! Is not true!","Pera lá! Não verdade!"
"traveler:JORJI1","Is pre-approved!","É pré-aprovado!"
"traveler:JORJI1","@ Cobrastan is not a real country.","@Cobrastão não é um país de verdade."
"traveler:JORJI1","Ok, ok.","Ok, ok."
"traveler:JORJI1","You no like passport, I understand.","Você não gosta passaporte, eu entendo."
"traveler:JORJI1","I come back again with better one.","Eu volta com outra melhor."
"traveler:JORJI2","Old friend hello!","Velho amigo, olá!"
"traveler:JORJI2","I am back again!","Eu de novo!"
"traveler:JORJI2","This time everything set.","Dessa vez tudo certo."
"traveler:JORJI2","@You are missing an entry permit.","@Está faltando a licença de entrada."
"traveler:JORJI2","Oh man you funny guy!","Ah, você muito engraçado!"
"traveler:JORJI2","@An entry permit is required.","@A licença de entrada é obrigatória."
"traveler:JORJI2","Wow, you run very strict border here.","Uau, você tem fronteira muito rigorosa."
"traveler:JORJI2","That is good. Do job right.","Isso é bom. Fazer bom trabalho."
"traveler:JORJI2","I look for entry thing and come back.","Eu consegue coisa de entrada e volto."
"traveler:JORJI3","Hey it is me!","Olá, sou eu!"
"traveler:JORJI3","Are you happy to see?","Fica feliz em me ver?"
"traveler:JORJI3","I have everything you ask for now.","Agora tenho tudo que pediu."
"traveler:JORJI3","@Tickets are no longer accepted.","@Bilhetes não são mais aceitos."
"traveler:JORJI3","Hey no!","Ei, não!"
"traveler:JORJI3","Guy sold me ticket. Say is good!","Homem vendeu bilhete. Disse que vale!"
"traveler:JORJI3","You check again maybe.","Você pode checar de novo."
"traveler:JORJI3","@Do not come back again.","@Não volte mais."
"traveler:JORJI3","Haha!","Haha!"
"traveler:JORJI3","You nice guy but I have business in Arstotzka.","Você boa pessoa, mas tenho negócios em Arstotzka."
"traveler:JORJI3","I get right papers and come see you.","Consigo documentos certos e venho te ver."
"traveler:JORJI4","Hello my guy!","Olá, meu irmão!"
"traveler:JORJI4","Ok. Today is day!","Ok. Hoje ser o dia!"
"traveler:JORJI4","Look at all good papers.","Olha estes documentos, todos certos."
"traveler:JORJI4","Was not easy.","Não foi fácil."
"traveler:JORJI4","Or cheap! Haha!","Nem barato! Haha!"
"traveler:JORJI4","@I told you not to come back.","@Eu disse para não voltar."
"traveler:JORJI4","This is crap.","Isso é bosta."
"traveler:JORJI4","You know what? Forget it.","Quer saber? Esqueça."
"traveler:JORJI4","Arstotzka worst country.","Arstotzka pior país."
"traveler:JORJI4","You worst person.","Você pior pessoa."
"traveler:JORJI4","Thank you so much!","Muito obrigado!"
"traveler:JORJI4","If I am honest to you, I was little nervous.","Confesso, eu um pouco nervoso."
"traveler:JORJI4","Even with right papers is hard to say.","Mesmo com documentos certos, difícil saber o que acontece."
"traveler:JORJI4","Ok bye!","Ok, tchau!"
"traveler:JORJI_SMUGGLE0","Again I am here!","De novo estou aqui!"
"traveler:JORJI_SMUGGLE0","Everything all set up now.","Tudo preparado agora."
"traveler:JORJI_SMUGGLE0","I come through often to see you.","Eu vim ver você muitas vezes."
"traveler:JORJI_SMUGGLE0","We become good friends!","Nós ficamos bons amigos!"
"traveler:JORJI_SMUGGLE0","@Your weight is different.","@Seu peso está diferente."
"traveler:JORJI_SMUGGLE0","Is sad story.","É história triste."
"traveler:JORJI_SMUGGLE0","My wife very bad cook.","Minha esposa cozinheira ruim."
"traveler:JORJI_SMUGGLE0","But if I do not eat, she get angry.","Mas se não comer, fica brava."
"traveler:JORJI_SMUGGLE0","Uh oh, maybe you not like this!","Opa, eu acha que você vai gostar!"
"traveler:JORJI_SMUGGLE0","@What is this?","@O quê é isso?"
"traveler:JORJI_SMUGGLE0","Is drugs!","É drogas!"
"traveler:JORJI_SMUGGLE0","I have little side business here.","Eu tenho pequena negócio aqui."
"traveler:JORJI_SMUGGLE0","You let me through and I give you something something.","Você deixa passar e eu molha sua mão."
"traveler:JORJI_SMUGGLE0","@Something what?","@Como assim?"
"traveler:JORJI_SMUGGLE0","Ten credits.","Dez créditos."
"traveler:JORJI_SMUGGLE0","I give you ten credits for just little stamp.","Eu dou dez créditos só por carimbada."
"traveler:JORJI_SMUGGLE0","@Wait here Jorji.","@Espere aqui, Jorji."
"traveler:JORJI_SMUGGLE0","Is ok, I understand.","Tudo bem, eu entende."
"traveler:JORJI_SMUGGLE0","Drugs are bad. Not good for kids.","Drogas são ruins. Faz mal para crianças."
"traveler:JORJI_SMUGGLE0","You do great work here still.","Você continua fazendo ótima trabalho aqui."
"traveler:JORJI_SMUGGLE0","Ok!","Ok!"
"traveler:JORJI_SMUGGLE0","We go full speed!","Nós vamos com tudo!"
"traveler:JORJI_SMUGGLE0","Hey what is problem?","Ei, qual é problema?"
"traveler:JORJI_SMUGGLE0","@I do not trust you.","@Eu não confio em você."
"traveler:JORJI_SMUGGLE0","Ok, ok.","Ok, ok."
"traveler:JORJI_SMUGGLE0","You good guy so I win trust next time.","Você bom pessoa, eu ganho confiança da próxima."
"traveler:JORJI_SMUGGLE1","Ok, I am back!","Ok, estou de volta!"
"traveler:JORJI_SMUGGLE1","Same procedure!","Mesma esquema!"
"traveler:JORJI_SMUGGLE1","They told me this hard business.","Me falaram que era negócio difícil."
"traveler:JORJI_SMUGGLE1","So far everything smooth like ice!","Até agora tranquilo como grilo!"
"traveler:JORJI_SMUGGLE1","Thanks to you!","Graças a você!"
"traveler:JORJI_SMUGGLE1","Buy something happy for wife.","Compre coisa feliz para esposa."
"traveler:JORJI_SMUGGLE1","Phew!","Ufa!"
"traveler:JORJI_SMUGGLE1","Was tough one. Lucky for me, guard was easy.","Essa foi difícil. Sorte minha que guarda foi tranquilo."
"traveler:JORJI_SMUGGLE1","He asks for big money but is reasonable man.","Pede muita dinheiro, mas é homem inteligente."
"traveler:JORJI_SMUGGLE1","Oh man, again!","Ah não, de novo!"
"traveler:JORJI_SMUGGLE1","That guard have another good day.","Aquele guarda se deu bem outra vez."
"traveler:JORJI_SMUGGLE1","Not sure I keep this up with no sales!","Vou ter que desistir se não consigo vender!"
"traveler:JORJI_SMUGGLE1","Ok, we try again!","Ok, tentamos de novo!"
"traveler:JORJI_SMUGGLE1","Sorry to bother you, but this my only job.","Desculpa incomodar, mas esse meu único trabalho."
"traveler:JORJI_SMUGGLE1","@Wait here, Jorji.","@Jorji, espere aqui."
"traveler:JORJI_SMUGGLE1","Is ok, I understand.","Tudo bem, eu entende."
"traveler:JORJI_SMUGGLE1","Drugs are bad. Not good for kids.","Drogas são ruins. Faz mal para crianças."
"traveler:JORJI_SMUGGLE1","You do great work here still.","Você continua fazendo ótima trabalho aqui."
"traveler:JORJI_SMUGGLE1","@I see a difference here.","@Vejo uma discrepância aqui."
"traveler:JORJI_SMUGGLE1","Is real mystery for sure.","Um mistério dos grandes."
"traveler:JORJI_SMUGGLE1","Maybe things get too sexy in here.","Acho que você não dar conta de tanta sensualidade."
"traveler:JORJI_SMUGGLE1","@Drugs?","@Drogas?"
"traveler:JORJI_SMUGGLE1","Looks like good stuff right?","Parece da boa, não é?"
"traveler:JORJI_SMUGGLE1","Wait! I give you 10 credits for ok stamp!","Espere! Eu dar 10 créditos por carimbo verde!"
"traveler:JORJI_SMUGGLE1","Think about family!","Pensa em família!"
"traveler:JORJI_SMUGGLE1","They can buy many happy things with these credits.","Eles vão comprar muitas coisas felizes com créditos."
"traveler:JORJI_SMUGGLE1","Just for little harmless drugs!","Apenas por drogas inofensivas!"
"traveler:JORJI_SMUGGLE1","This much better, see?","Muito melhor, verdade?"
"traveler:JORJI_SMUGGLE1","Wow, you really stand-up guy.","Uau. Você pessoa muito honesto."
"traveler:JORJI_SMUGGLE1","Maybe is not so good for me when I think about.","Pensando bem, isso não me favorece tanto."
"traveler:JORJI_CRIMINAL","Is good to see you again!","É bom te ver de novo!"
"traveler:JORJI_CRIMINAL","Today I come just for short visit.","Hoje minha visita bem curta."
"traveler:JORJI_CRIMINAL","Everything is definitely ok with me.","Tudo muito certo comigo."
"traveler:JORJI_CRIMINAL","For sure I am not in criminal bulletin or anything!","Não estou nos procurados nem nada assim!"
"traveler:JORJI_CRIMINAL","@Your face is in wanted bulletin.","@Seu rosto está nos procurados do boletim."
"traveler:JORJI_CRIMINAL","What! I pay police like crazy!","Como é!? Eu pago fortuna para polícia!"
"traveler:JORJI_CRIMINAL","They promise no bulletin. All clear they say.","Eles prometeram, sem boletim. Disseram que estar tudo limpo."
"traveler:JORJI_CRIMINAL","I think twice about trusting friendly people.","Penso duas vezes antes de confiar em gente do bem."
"traveler:JORJI_CRIMINAL","Hey I really like you.","Ei, eu gosta muito de você."
"traveler:JORJI_CRIMINAL","I know is risky to help me like this.","Sei que muito ariscado me ajudar assim."
"traveler:JORJI_CRIMINAL","I try to make it up for you.","Eu tentar te recompensar."
"traveler:JORJI_CRIMINAL","Ah, is ok.","Ah, tudo bem."
"traveler:JORJI_CRIMINAL","At least you do not arrest me.","Pelo menos você não me prende."
"traveler:JORJI_CRIMINAL","Thanks anyways.","Obrigado assim mesmo."
"traveler:JORJI_CRIMINAL","@Sorry Jorji.","@Desculpa, Jorji."
"traveler:JORJI_CRIMINAL","Ah, is ok. Most police know me now.","Ah, é ok. Maioria dos policiais já me conhecem."
"traveler:JORJI_CRIMINAL","I have little talk with them again.","Eu conversa com eles de novo."
"traveler:JORJI_CRIMINAL","Anyway, you have tough job.","Mas tudo bem, você tem trabalho difícil."
"traveler:JORJI_CRIMINAL","I rather sell drugs!","Eu prefiro vender drogas!"
"traveler:JORJI_PASSPORTS","I read newspaper.","Eu leio jornal."
"traveler:JORJI_PASSPORTS","@Hello Jorji.","@Olá, Jorji."
"traveler:JORJI_PASSPORTS","Things getting little crazy in Arstotzka.","Coisas ficando complicadas em Arstotzka."
"traveler:JORJI_PASSPORTS","Maybe you think about going away for a bit.","Talvez você pensa em sair por um tempo."
"traveler:JORJI_PASSPORTS","Obristan is good place.","Obristão é bom lugar."
"traveler:JORJI_PASSPORTS","Right next door up north.","Aqui do lado, norte."
"traveler:JORJI_PASSPORTS","@Our passports have been confiscated.","@Nossos passaportes foram confiscados."
"traveler:JORJI_PASSPORTS","@We cannot leave.","@Não podemos sair."
"traveler:JORJI_PASSPORTS","Hey that not good sign.","Ei, isso mau sinal."
"traveler:JORJI_PASSPORTS","Hold on.","Espera."
"traveler:JORJI_PASSPORTS","I know a guy.","Conheço um cara."
"traveler:JORJI_PASSPORTS","Just give him real passports to work with.","Você dá passaporte verdadeiro para modificar."
"traveler:JORJI_PASSPORTS","He changes info to match for you.","Ele troca informações pela sua."
"traveler:JORJI_PASSPORTS","I learn that in hard way.","Aprendi isso de jeito difícil."
"traveler:JORJI_PASSPORTS","Thanks again!","Obrigado de novo!"
"traveler:JORJI_PASSPORTS","Bah! Maybe you right.","É, talvez você certo."
"traveler:JORJI_PASSPORTS","Better to take little break.","Melhor dar pequena pausa."
"traveler:JORJI_PASSPORTS","Hey what the hell?","Ei, como assim?"
"traveler:JORJI_PASSPORTS","You take my passport!","Você pega meu passaporte!"
"traveler:JORJI_PASSPORTS","You can see it was expensive!","Foi muito caro, dá pra ver!"
"traveler:JORJI_PASSPORTS","@You said I need real Obristan passports.","@Você disse que eu preciso de passaporte real de Obristão."
"traveler:JORJI_PASSPORTS","Man. Fine.","Cara. Tudo bem."
"traveler:JORJI_PASSPORTS","I get another but little unhappy about it.","Eu consegue outro, mas fico triste com isso."
"traveler:JORJI_PASSPORTS","Memorize flyer and give back.","Memorize papel e devolva."
"traveler:JORJI_PASSPORTS","Hey you know what.","Ei, quer saber?"
"traveler:JORJI_PASSPORTS","Take my passport.","Pega meu passaporte."
"traveler:JORJI_PASSPORTS","I get another one no problem.","Eu consigo outro, não problema."
"traveler:JORJI_PASSPORTS","Now memorize flyer and give back if you finish reading.","Agora memoriza papel e devolva se terminar de ler."
"traveler:JORJI_PASSPORTS","Do not want to get in trouble!","Não quero ter problema!"
"traveler:JORJI_PASSPORTS","Obristan really great this time of year.","Obristão muito bom essa época do ano."
"traveler:JORJI_PASSPORTS","Lots of snow.","Muitas neves."
"traveler:JORJI_PASSPORTS","Not sure where you get more passports for family.","Não sei onde você consegue mais passaporte para família."
"traveler:JORJI_PASSPORTS","But you smart guy.","Mas você pessoa esperta."
"traveler:JORJI_PASSPORTS","Probably figure it out!","Provavelmente dar um jeito!"
"traveler:JORJI_PASSPORTS","Good luck.","Boa sorte."
"traveler:JORJI_GOODBYE","Ho boy! I make big score!","Ah, menino! Fiz sorte grande!"
"traveler:JORJI_GOODBYE","Huge! You have no idea!","Gigante! Você não ter ideia!"
"traveler:JORJI_GOODBYE","Anyway. I just want to say thank you.","Enfim. Só quero agradecer."
"traveler:JORJI_GOODBYE","I wait in line just for that!","Espero na fila só para isso."
"traveler:JORJI_GOODBYE","Maybe I quit now.","Talvez eu desisto agora."
"traveler:JORJI_GOODBYE","Haha!","Haha!"
"traveler:BROTHEL0","Hello handsome.","Olá, bonitão."
"traveler:BROTHEL0","You look bored.","Você parece entediado."
"traveler:BROTHEL0","If you want good time, come see us.","Venha visitar para diversão."
"traveler:BROTHEL0","I will be around couple months.","Fico por aqui algumas meses."
"traveler:BROTHEL0","Don't forget to visit.","Não esqueça de me ver."
"traveler:BROTHEL1","Hey there.","Oi você."
"traveler:BROTHEL1","I can make you happy any time.","Te faço feliz qualquer hora."
"traveler:BROTHEL1","Come to Pink Vice. Ask for Ava.","Venha à Tentação Violeta. Pergunte por Ava."
"traveler:BROTHEL2","Oh. Here.","Ah. Ei."
"traveler:BROTHEL2","Please help me.","Por favor, me ajude."
"traveler:BROTHEL3","Hello friend.","Olá, amigo."
"traveler:BROTHEL3","You come down, I give you good girl.","Você vem, eu dou boa menina."
"traveler:BROTHEL3","That little bitch.","Aquela vagabunda."
"traveler:BROTHEL3","I break her in two.","Eu quebra ela no meio."
"traveler:BROTHEL3","@You are Dari Ludum?","@Você é Dari Ludum?"
"traveler:BROTHEL3","Of course, it says on passport.","Óbvio, está escrito em passaporte."
"traveler:BROTHEL3","@One moment.","@Só um momento."
"traveler:BROTHEL3","What is this shit?","Que merda é essa?"
"traveler:BROTHEL3","Give my papers back.","Devolva meus documentos."
"traveler:KILLERATHLETE","@You are Vince Lestrade?","@Você é Vince Lestrade?"
"traveler:KILLERATHLETE","Damn.","Droga."
"traveler:KILLERATHLETE","Look, I did not kill her. I was set up.","Olha, eu não matei ela. Armaram para mim."
"traveler:KILLERATHLETE","Do not believe the Republian lies.","Não acredite nas mentiras republianas."
"traveler:KILLERATHLETE","Let me through.","Me deixa passar."
"traveler:KILLERATHLETE","Shit.","Merda."
"traveler:HUSBAND_WIFE0","Today is beautiful day, my friend.","Hoje é lindo dia, meu amigo."
"traveler:HUSBAND_WIFE0","We finally become free from Antegrian tyranny!","Estamos enfim livres de tirania Antegriana."
"traveler:HUSBAND_WIFE0","Thank you so much!","Muito obrigado!"
"traveler:HUSBAND_WIFE0","Please be kind to my wife, she is just after me.","Seja bom com minha esposa, ela vem em seguida."
"traveler:HUSBAND_WIFE0","No! They will kill us!","Não! Eles vão nos matar!"
"traveler:HUSBAND_WIFE0","Please, I beg you.","Por favor, eu implora."
"traveler:HUSBAND_WIFE0","Let my wife pass. She is coming to you next.","Deixe esposa passar. Ela é próxima."
"traveler:HUSBAND_WIFE1","Did you see my husband?","Você viu meu marido?"
"traveler:HUSBAND_WIFE1","He made it through, yes?","Ele passou, sim?"
"traveler:HUSBAND_WIFE1","@Where is your entry permit?","@Onde está sua licença de entrada?"
"traveler:HUSBAND_WIFE1","Please, I beg you.","Por favor, eu imploro."
"traveler:HUSBAND_WIFE1","They would not give me permit. I have no choice.","Eles negam minha licença. Eu não ter escolha."
"traveler:HUSBAND_WIFE1","I will be killed if I return to Antegria.","Sou executada se voltar para Antegria."
"traveler:HUSBAND_WIFE1","Thank you.","Obrigada."
"traveler:HUSBAND_WIFE1","We will not forget.","Não esqueceremos."
"traveler:HUSBAND_WIFE1","Why?","Por quê?"
"traveler:HUSBAND_WIFE1","You have doomed me.","Você me condenou."
"traveler:HUSBAND_WIFE1","Why did you turn my husband away?","Por que recusou meu marido?"
"traveler:HUSBAND_WIFE1","I will not leave him to die.","Não vou abandoná-lo à morte."
"traveler:HUSBAND_WIFE1","You have doomed us both.","Você nos condenou."
"traveler:HIRING_ENGINEERS_START","You see many people, yes?","Você vê muitas pessoas, sim?"
"traveler:HIRING_ENGINEERS_START","I am looking for engineers.","Estou procurando engenheiros."
"traveler:HIRING_ENGINEERS_START","Do me a favor.","Me faça favor."
"traveler:HIRING_ENGINEERS_START","Give my card to any engineers you meet.","Dê meu cartão para qualquer engenheiro que encontrar."
"traveler:HIRING_ENGINEERS_START","I come back in few days.","Eu volto em algumas dias."
"traveler:HIRING_ENGINEERS_START","Pay you 5 credits for each engineer that calls me.","Pago 5 créditos por cada engenheiro que me telefona."
"traveler:HIRING_ENGINEERS_START","You make a mistake but I let you fix it.","Você comete um erro, mas te deixo consertar."
"traveler:HIRING_ENGINEERS","What is this?","O que é isso?"
"traveler:HIRING_ENGINEERS","Oh. Huh. ; Huh. ; They are hiring?","Ah. Hm. ; Hm. ; Estão contratando?"
"traveler:HIRING_ENGINEERS","I have already.","Já tenho."
"traveler:HIRING_ENGINEERS","Stop giving to me.","Pare de dar isso."
"traveler:HIRING_ENGINEERS","Forget it, take them both. I don't want.","Esquece, fica com os dois. Eu não quero."
"traveler:HIRING_ENGINEERS_END","Is good card, yes? ; Thanks ; These were not cheap you know. ;","É bom cartão, sim? ; Obrigado. ; Não foram baratos, sabia? ;"
"traveler:HIRING_ENGINEERS_END","I am back.","Voltei."
"traveler:HIRING_ENGINEERS_END","How many engineers did you meet?","Quantos engenheiros encontrou?"
"traveler:HIRING_ENGINEERS_END","I got no calls.","Não recebi nenhum ligação."
"traveler:HIRING_ENGINEERS_END","You gave my cards to no one.","Você não entregou cartão para ninguém."
"traveler:HIRING_ENGINEERS_END","Thank you for nothing.","Obrigado por nada."
"traveler:HIRING_ENGINEERS_END","I get only one call.","Recebo só uma ligação."
"traveler:HIRING_ENGINEERS_END","I'm lucky that he is good lead.","Sorte que é bom de serviço."
"traveler:HIRING_ENGINEERS_END","Here is what I promised.","Aqui está o prometido."
"traveler:HIRING_ENGINEERS_END","I got two calls.","Recebi duas ligações."
"traveler:HIRING_ENGINEERS_END","One guy, he was good.","Um era bom."
"traveler:HIRING_ENGINEERS_END","Other one not so much.","Outro, mais ou menos."
"traveler:HIRING_ENGINEERS_END","Thanks anyways.","Obrigado assim mesmo."
"traveler:HIRING_ENGINEERS_END","I got three calls.","Eu recebi três ligações."
"traveler:HIRING_ENGINEERS_END","Two guys were good.","Dois eram bons."
"traveler:HIRING_ENGINEERS_END","Last one was a fool. Didn't know basics.","O outro era idiota. Não sabia básico."
"traveler:HIRING_ENGINEERS_END","But is ok. I appreciate.","Mas tudo bem. Eu agradeço."
"traveler:HIRING_ENGINEERS_END","I got four calls.","Recebi quatro ligações."
"traveler:HIRING_ENGINEERS_END","Three were civil engineers. Useless.","Três engenheiros civis. Inúteis."
"traveler:HIRING_ENGINEERS_END","I need mechanicals. I told you.","Preciso de mecânicos. Eu falei."
"traveler:HIRING_ENGINEERS_END","Anyway, is ok. Last guy very sharp.","Mas ok. Último cara muito bom."
"traveler:HIRING_ENGINEERS_END","Thanks for the help.","Agradeço ajuda."
"traveler:FRIENDLY_GUARD0","Hello.","Olá."
"traveler:FRIENDLY_GUARD0","I heard that you are from Nirsk?","Disseram que você é de Nisrk."
"traveler:FRIENDLY_GUARD0","I grew up there but I have not been back in many years.","Eu cresci lá, mas já não volto há muitos anos."
"traveler:FRIENDLY_GUARD0","@It is still a shit-hole. As before.","@Continua uma merda. Como antes."
"traveler:FRIENDLY_GUARD0","Haha, of course. This is what I remember too.","Haha, claro. Como me lembro."
"traveler:FRIENDLY_GUARD0","I am Sergiu. It is good to meet you.","Me chamo Sergiu. É prazer te conhecer."
"traveler:FRIENDLY_GUARD0","I will do my best to keep you safe.","Farei o que puder pra te manter seguro."
"traveler:FRIENDLY_GUARD1","Thank you for yesterday.","Vim agradecer por ontem."
"traveler:FRIENDLY_GUARD1","My aim is not like before.","Minha mira não é mais a mesma."
"traveler:FRIENDLY_GUARD2","There is more action at this checkpoint than in the war.","Tem mais ação nesse posto que na guerra."
"traveler:FRIENDLY_GUARD2","I fought in Kolechia for 5 years.","Lutei por 5 anos em Kolechia."
"traveler:FRIENDLY_GUARD2","If you think it is bad in Arstotzka, it is ten times worse in Kolechia.","Se acha que está ruim na Arstotzka, é dez vezes pior lá."
"traveler:FRIENDLY_GUARD2","I do not blame them for coming here.","Eu também tentaria imigrar."
"traveler:FRIENDLY_GUARD2","Anyways, you are doing well. Keep it up.","Enfim, você está fazendo bom trabalho. Continue assim."
"traveler:FRIENDLY_GUARD3","Friend, how are you?","Amigo, como está você?"
"traveler:FRIENDLY_GUARD3","I have a small favor to ask.","Gostaria de pedir um pequeno favor."
"traveler:FRIENDLY_GUARD3","During the war, I met a beautiful girl.","Durante a guerra, conheci uma bela garota."
"traveler:FRIENDLY_GUARD3","I think about her every moment.","Penso nela o tempo todo."
"traveler:FRIENDLY_GUARD3","Yesterday I receive word that she is finally coming here.","Ontem, fui informado de que ela está enfim chegando aqui."
"traveler:FRIENDLY_GUARD3","Please, let her pass and I will be in your debt.","Por favor, terá minha gratidão se deixá-la passar."
"traveler:FRIENDLY_GUARD3","Her name is Elisa.","O nome dela é Elisa."
"traveler:FRIENDLY_GUARD4","Thank you for everything.","Obrigado por tudo."
"traveler:FRIENDLY_GUARD4","Elisa is so happy here.","Elisa está tão feliz aqui."
"traveler:FRIENDLY_GUARD4","She says our first son will have your name.","Ela disse que nosso primeiro filho terá seu nome."
"traveler:FRIENDLY_GUARD4","This is fine but I told her I want a daughter first!","Até aí tudo bem, mas eu disse que quero uma filha primeiro!"
"traveler:FRIENDLY_GUARD4","I would like to show the locket to her.","Eu gostaria de mostrar o medalhão para ela."
"traveler:FRIENDLY_GUARD4","Do you still have it?","Você ainda está com ele?"
"traveler:FRIENDLY_GUARD4","Ah, I missed not having this with me.","Ah, senti falta tê-lo comigo."
"traveler:FRIENDLY_GUARD4","It is not much, but we have found a small way to thank you.","Não é muito, mas foi a maneira que encontramos de agradecê-lo."
"traveler:FRIENDLY_GUARD4","Elisa will deliver it to your home. I hope that it helps.","A Elisa entregará em sua casa. Espero que ajude."
"traveler:FRIENDLY_GUARD4","Tomorrow I am transferred to another post.","Amanhã sou transferido para outro posto."
"traveler:FRIENDLY_GUARD4","Stay safe my friend.","Tudo de bom, meu amigo."
"traveler:FRIENDLY_GUARD4","Elisa did not come.","A Elisa não chegou."
"traveler:FRIENDLY_GUARD4","@She arrived, but her papers were not in order.","@Ela apareceu, mas com documentos irregulares."
"traveler:FRIENDLY_GUARD4","@Tell her to try again with the correct documents.","@Peça para que ela tente novamente com os corretos."
"traveler:FRIENDLY_GUARD4","You know this is impossible.","Você sabe que isso é impossível."
"traveler:FRIENDLY_GUARD4","If you have the locket, give it back to me.","Se estiver com o medalhão, me devolva."
"traveler:ELISA","Do you know Sergiu?","Você conhece Sergiu?"
"traveler:ELISA","He said you were friend. That you would help.","Ele disse que você amigo. Que você ajuda."
"traveler:ELISA","Please, my family is gone.","Por favor, minha família está morta."
"traveler:ELISA","I have only Sergiu left.","Só me resta o Sergiu."
"traveler:ELISA","@You do not have the required documentation.","@Você não possui a documentação necessária."
"traveler:ELISA","I tried for so long.","Eu tentei por tanto tempo."
"traveler:ELISA","They would not allow me to leave.","Eles não me deixavam partir."
"traveler:ELISA","I am denied?","Fui recusada?"
"traveler:ELISA","I understand.","Entendo."
"traveler:ELISA","Please, tell Sergiu I will always love him.","Por favor, diga ao Sergiu que sempre o amarei."
"traveler:ELISA","We will be together in another life.","Nos reuniremos em outra vida."
"traveler:ELISA","Return this for him to remember me.","Entregue isto para que ele se lembre de mim."
"traveler:ELISA","Thank you so much.","Muito obrigada."
"traveler:ELISA","I will never forget your kindness.","Jamais esquecerei sua bondade."
"traveler:ELISA","@He is waiting for you.","@Ele está te esperando."
"traveler:ELISA","My love.","Meu amor."
"traveler:ELISA","I miss him.","Sinto tanta saudade."
